설치장소명,설치시도명,위도,경도,제공기관명
현대시장2,인천광역시,37.4769351,126.6465224,인천광역시
여성회관(구 화도복지회관),인천광역시,37.4835676,126.6267571,인천광역시
화도진 도서관,인천광역시,37.4814792,126.6283524,인천광역시
가좌1동주민센터,인천광역시,37.4943202,126.670396,인천광역시
가정동주민센터,인천광역시,37.5155191,126.6690581,인천광역시
가정3동주민센터,인천광역시,37.5155191,126.6690581,인천광역시
가정2동주민센터,인천광역시,37.5263672,126.6690499,인천광역시
가정1동주민센터,인천광역시,37.5232479,126.6656851,인천광역시
가정청소년문화의집,인천광역시,37.5154184,126.6711773,인천광역시
서구 의회,인천광역시,37.5454912,126.6738424,인천광역시
서구자원봉사센터,인천광역시,37.556257,126.6699221,인천광역시
검단정보화교육장,인천광역시,37.5920069,126.672307,인천광역시
청라정보화교육장,인천광역시,37.5348613,126.639305,인천광역시
서구청정보화교육장,인천광역시,37.5454912,126.6738424,인천광역시
풍물시장,인천광역시,37.742134,126.492521,인천광역시
하점보건지소,인천광역시,37.7744147,126.4116211,인천광역시
양사보건지소,인천광역시,37.805698,126.4055138,인천광역시
인화보건진료소,인천광역시,37.7959626,126.380608,인천광역시
신삼보건진료소,인천광역시,37.7521079,126.3943502,인천광역시
내가보건지소,인천광역시,37.7194035,126.3897356,인천광역시
양도보건지소,인천광역시,37.662469,126.4220814,인천광역시
강화군보건소,인천광역시,37.7369638,126.4849294,인천광역시
송해보건지소,인천광역시,37.7647294,126.4636475,인천광역시
건평보건진료소,인천광역시,37.6807432,126.4061172,인천광역시
화도보건지소,인천광역시,37.6313803,126.4216445,인천광역시
길상보건지소,인천광역시,37.6408592,126.4910723,인천광역시
오도보건진료소,인천광역시,37.6768279,126.5113646,인천광역시
불은보건지소,인천광역시,37.686416,126.4801061,인천광역시
연리보건진료소,인천광역시,37.7069357,126.4949976,인천광역시
선원보건지소,인천광역시,37.710393,126.488739,인천광역시
강화갯벌센터,인천광역시,37.609506,126.383256,인천광역시
마니산관리사무소,인천광역시,37.6325942,126.4236508,인천광역시
수도국산달동네박물관,인천광역시,37.4774916,126.6391211,인천광역시
인천중구보건소,인천광역시,37.4773215,126.6266785,인천광역시
무의지소,인천광역시,37.3893013,126.4246758,인천광역시
용유출장소,인천광역시,37.4440057,126.4000248,인천광역시
도원동 주민센터,인천광역시,37.4680732,126.6357053,인천광역시
북성동 주민센터,인천광역시,37.4752105,126.6163463,인천광역시
신흥동 주민센터,인천광역시,37.4676283,126.6319005,인천광역시
동인천동 주민센터,인천광역시,37.4767938,126.6269008,인천광역시
연안동 주민센터,인천광역시,37.4532129,126.6023205,인천광역시
영종동 주민센터,인천광역시,37.4935714,126.5285717,인천광역시
율목동 주민센터,인천광역시,37.469373,126.6353763,인천광역시
교통행정과,인천광역시,37.4736829,126.6193738,인천광역시
민원여권과,인천광역시,37.4736829,126.6193738,인천광역시
월미문화의거리일대,인천광역시,37.4727566,126.5963909,인천광역시
월미도매표소일대,인천광역시,37.4743033,126.5977109,인천광역시
신포시장,인천광역시,37.4715711,126.6265679,인천광역시
차이나타운 일대-2,인천광역시,37.4775222,126.6213048,인천광역시
차이나타운 일대-1,인천광역시,37.4782258,126.6194689,인천광역시
한중문화관옥외,인천광역시,37.4743982,126.618639,인천광역시
자장면 박물관옥외,인천광역시,37.4742952,126.6185149,인천광역시
북성동주민센터 옥외,인천광역시,37.4756809,126.6191194,인천광역시
신포동 주민센터,인천광역시,37.4703192,126.624515,인천광역시
영종출장소,인천광역시,37.4935714,126.5285717,인천광역시
송월동주민센터,인천광역시,37.4799322,126.6220123,인천광역시
신포시장(문화의거리),인천광역시,37.4719614,126.6262328,인천광역시
인천 이민사 박물관,인천광역시,37.4700997,126.5982093,인천광역시
구립해송노인요양원,인천광역시,37.5165091,126.5083835,인천광역시
전산교육장,인천광역시,37.4736829,126.6193738,인천광역시
구립 월디지역아동센터,인천광역시,37.4757868,126.629476,인천광역시
구립 연안지역아동센터,인천광역시,37.5490496,126.9376041,인천광역시
고인돌 공원,인천광역시,37.7731286,126.4364081,인천광역시
양도면사무소,인천광역시,37.6626856,126.4220761,인천광역시
석모도자연휴양림,인천광역시,37.6992601,126.3155571,인천광역시
강화문화체육센터,인천광역시,37.7468848,126.4774337,인천광역시
강화읍사무소,인천광역시,37.7483304,126.483629,인천광역시
청라2동주민센터,인천광역시,37.5348613,126.639305,인천광역시
녹청자박물관,인천광역시,37.5581525,126.6541909,인천광역시
교동면보건지소,인천광역시,37.7842037,126.2830494,인천광역시
열매지역아동센터,인천광역시,37.7430571,126.5019902,인천광역시
고인돌지역아동센터,인천광역시,37.7729464,126.4256088,인천광역시
강화군자원봉사센터,인천광역시,37.7458761,126.488276,인천광역시
신석도서관,인천광역시,37.5116791,126.6659237,인천광역시
시천가람터,인천광역시,37.5706185,126.6754563,인천광역시
정서진,인천광역시,37.5561462,126.6046043,인천광역시
계양문화회관,인천광역시,37.546023,126.718134,인천광역시
계산시장,인천광역시,37.5390638,126.7250883,인천광역시
효성건강생활 지원센터,인천광역시,37.5319058,126.7110526,인천광역시
장기보건지소,인천광역시,37.5767367,126.7340045,인천광역시
계산1동,인천광역시,37.5429229,126.7244121,인천광역시
동양도서관,인천광역시,37.5618581,126.7578418,인천광역시
작전도서관,인천광역시,37.5332815,126.7373123,인천광역시
서운도서관,인천광역시,37.5261762,126.7429611,인천광역시
계양도서관,인천광역시,37.5460171,126.7301722,인천광역시
계양여성회관,인천광역시,37.5292216,126.7180645,인천광역시
계양구청소년수련관,인천광역시,37.550114,126.7420046,인천광역시
더불어사는집,인천광역시,37.5289671,126.7059723,인천광역시
해피로드,인천광역시,37.5331585,126.7335615,인천광역시
노틀담보호작업장,인천광역시,37.5458656,126.716646,인천광역시
노틀담복지관,인천광역시,37.5458656,126.716646,인천광역시
계양구노인복지관(신관),인천광역시,37.5286518,126.7347235,인천광역시
세무과,인천광역시,37.4736829,126.6193738,인천광역시
중구 문화회관,인천광역시,37.4375305,126.6250312,인천광역시
중산지소,인천광역시,37.4971266,126.553302,인천광역시
보라매아동복지관,인천광역시,37.5194253,126.5014118,인천광역시
신흥시장,인천광역시,37.519545,126.4335608,인천광역시
인천종합어시장,인천광역시,37.4540742,126.6042923,인천광역시
중구 노인복지관,인천광역시,37.4679069,126.6340931,인천광역시
중구 장애인 종합복지관,인천광역시,37.4526856,126.6261793,인천광역시
부평자유시장,인천광역시,37.4946637,126.7254341,인천광역시
부개1동주민센터,인천광역시,37.4847852,126.7369694,인천광역시
삼산농산물도매시장,인천광역시,37.5221461,126.7487793,인천광역시
부평깡시장,인천광역시,37.4978537,126.7265286,인천광역시
인천나비공원,인천광역시,37.5202371,126.6926631,인천광역시
부개어린이도서관,인천광역시,37.4854842,126.7370183,인천광역시
인천북구도서관,인천광역시,37.5065713,126.7235844,인천광역시
부평구보건소,인천광역시,37.4987775,126.7242519,인천광역시
십정2동주민센터,인천광역시,37.4738184,126.7078888,인천광역시
십정1동주민센터,인천광역시,37.4757915,126.6961148,인천광역시
일신동주민센터,인천광역시,37.4844547,126.7469673,인천광역시
부개3동주민센터,인천광역시,37.5042985,126.7346911,인천광역시
부개2동주민센터,인천광역시,37.4947588,126.7371063,인천광역시
삼산2동주민센터,인천광역시,37.5117577,126.7363851,인천광역시
삼산1동주민센터,인천광역시,37.5183939,126.7376915,인천광역시
갈산2동주민센터,인천광역시,37.5107281,126.7256922,인천광역시
갈산1동주민센터,인천광역시,37.5175615,126.7271615,인천광역시
청천2동주민센터,인천광역시,37.5148164,126.7044761,인천광역시
청천1동주민센터,인천광역시,37.5167292,126.7017768,인천광역시
산곡4동주민센터,인천광역시,37.5017044,126.7114415,인천광역시
산곡3동주민센터,인천광역시,37.4906463,126.7094445,인천광역시
산곡2동주민센터,인천광역시,37.5058433,126.7086115,인천광역시
산곡1동주민센터,인천광역시,37.5068656,126.7002454,인천광역시
예원,인천광역시,37.5800124,126.696818,인천광역시
계산노인문화센터,인천광역시,37.5435328,126.7155975,인천광역시
효성노인문화센터,인천광역시,37.5295672,126.7061789,인천광역시
계양구노인복지관,인천광역시,37.5286518,126.7347235,인천광역시
계양3동,인천광역시,37.5593303,126.7593534,인천광역시
계양2동,인천광역시,37.5250636,126.7098021,인천광역시
계양1동,인천광역시,37.5768357,126.7341045,인천광역시
작전서운동,인천광역시,37.5280358,126.7364395,인천광역시
작전2동,인천광역시,37.5328969,126.7238841,인천광역시
작전1동,인천광역시,37.5307573,126.7296897,인천광역시
계산4동,인천광역시,37.5345071,126.7416884,인천광역시
계산3동,인천광역시,37.5367015,126.7290229,인천광역시
계산2동,인천광역시,37.5441725,126.7280224,인천광역시
효성2동,인천광역시,37.5250638,126.7098028,인천광역시
효성1동,인천광역시,37.5324797,126.7121089,인천광역시
계양구청,인천광역시,37.5373674,126.7377442,인천광역시
샘터작은도서관,인천광역시,37.4738184,126.7078888,인천광역시
산곡글향기도서관,인천광역시,37.5068656,126.7002454,인천광역시
동수작은도서관,인천광역시,37.4880194,126.7243056,인천광역시
부평어울림센터,인천광역시,37.5065494,126.7309029,인천광역시
진흥종합시장,인천광역시,37.4968966,126.7262154,인천광역시
참사랑 지역아동센터,인천광역시,37.5074074,126.7007925,인천광역시
어깨동무 지역아동센터,인천광역시,37.5129164,126.7032988,인천광역시
성동보호작업장,인천광역시,37.4846523,126.7183274,인천광역시
송암보호작업장,인천광역시,37.4827549,126.7462891,인천광역시
굿프랜드,인천광역시,37.4726583,126.7072894,인천광역시
부평장애인종합복지관,인천광역시,37.4829979,126.7461631,인천광역시
부평구노인복지관,인천광역시,37.5111386,126.7337685,인천광역시
부평구청소년수련관,인천광역시,37.5082442,126.7401921,인천광역시
십정종합시장,인천광역시,37.4733655,126.6954563,인천광역시
부평종합시장,인천광역시,37.4964064,126.7265512,인천광역시
남동복지관,인천광역시,37.4479655,126.733244,인천광역시
부평6동주민센터,인천광역시,37.4864154,126.7244423,인천광역시
부평5동주민센터,인천광역시,37.4936233,126.7283393,인천광역시
부평4동주민센터,인천광역시,37.5007816,126.7249156,인천광역시
부평3동주민센터,인천광역시,37.4859974,126.7082776,인천광역시
부평2동주민센터,인천광역시,37.4868435,126.7179421,인천광역시
부평1동주민센터,인천광역시,37.4942485,126.7199751,인천광역시
부평구 의회,인천광역시,37.5070336,126.7219137,인천광역시
부평구청,인천광역시,37.5070336,126.7219137,인천광역시
하점면사무소,인천광역시,37.7745885,126.4114495,인천광역시
내가면 주민자치센터,인천광역시,37.7194247,126.3893574,인천광역시
양도면주민자치센터,인천광역시,37.6624418,126.4214779,인천광역시
길상면사무소,인천광역시,37.640649,126.4909892,인천광역시
선원면주민자치센터,인천광역시,37.7134982,126.4848148,인천광역시
덕적보건지소,인천광역시,37.2261771,126.1472116,인천광역시
선원면사무소,인천광역시,37.7133264,126.4847371,인천광역시
강화농업기술센터본관,인천광역시,37.7040104,126.4351684,인천광역시
강화장애인복지관,인천광역시,37.7344264,126.4824613,인천광역시
장애인회관,인천광역시,37.7440141,126.4887518,인천광역시
강화군센터드림스타트,인천광역시,37.7481928,126.4843995,인천광역시
강화군보훈회관,인천광역시,37.744135,126.4885909,인천광역시
강화읍주민자치센터,인천광역시,37.7485859,126.4835646,인천광역시
화도면사무소,인천광역시,37.6319815,126.4197347,인천광역시
상용리보건진료소,인천광역시,37.7953656,126.3074984,인천광역시
삼선리보건진료소,인천광역시,37.7959351,126.2613481,인천광역시
백령진촌리농촌지도소,인천광역시,37.9702352,124.7228955,인천광역시
백령종합복지관,인천광역시,37.9699077,124.7166414,인천광역시
영흥보건지소,인천광역시,37.2530411,126.4615277,인천광역시
연평면사무소,인천광역시,37.6644797,125.7017563,인천광역시
북도면사무소,인천광역시,37.5326024,126.4270775,인천광역시
영흥면사무소,인천광역시,37.2560119,126.4832938,인천광역시
백령면사무소,인천광역시,37.9743466,124.7183939,인천광역시
해바라기(복지시설),인천광역시,37.2560242,126.4528111,인천광역시
영흥면사무소,인천광역시,37.2560119,126.4832938,인천광역시
재무과,인천광역시,37.4464062,126.6369164,인천광역시
소청보건진료소,인천광역시,37.7728641,124.7544782,인천광역시
구월시장,인천광역시,37.4532427,126.7176703,인천광역시
간석보건지소,인천광역시,37.4674144,126.7108208,인천광역시
구월농축산물도매시장(과일동),인천광역시,37.4422299,126.7045974,인천광역시
구월농축산물도매시장(채소동),인천광역시,37.4422299,126.7045974,인천광역시
간석3동 주민센터,인천광역시,37.4661524,126.7146044,인천광역시
동암야학,인천광역시,37.4628553,126.7085885,인천광역시
남동구청 차량등록민원실,인천광역시,37.4472672,126.7312257,인천광역시
만수4동 주민센터,인천광역시,37.4594332,126.7356904,인천광역시
만수창대시장,인천광역시,37.446589,126.735536,인천광역시
간석자유시장,인천광역시,37.4638462,126.7154428,인천광역시
논현고잔동 주민센터,인천광역시,37.3978133,126.7263229,인천광역시
인천아동복지종합센터,인천광역시,37.4683065,126.7141926,인천광역시
인천수화통역센터,인천광역시,37.4683065,126.7141926,인천광역시
만수시장,인천광역시,37.4602711,126.731433,인천광역시
논현1동 주민센터,인천광역시,37.4056024,126.7294711,인천광역시
인천광역시청소년수련관,인천광역시,37.4536817,126.7501478,인천광역시
남동장애인종합복지관,인천광역시,37.4478934,126.7369706,인천광역시
남동구노인복지관,인천광역시,37.4509168,126.697259,인천광역시
인천노인보호전문기관,인천광역시,37.4627195,126.7151724,인천광역시
남동구 보건소,인천광역시,37.4472672,126.7312257,인천광역시
모래내시장,인천광역시,37.4555126,126.7196556,인천광역시
청학동주민센터,인천광역시,37.4259712,126.6661185,인천광역시
옥련2동주민센터,인천광역시,37.4270296,126.6483624,인천광역시
송도역전시장,인천광역시,37.4280581,126.6576967,인천광역시
인천광역시 장애인종합복지관,인천광역시,37.4132922,126.659117,인천광역시
옥련시장,인천광역시,37.4254619,126.6478304,인천광역시
옥련1동 작은도서관,인천광역시,37.4283262,126.6547871,인천광역시
연수어린이도서관,인천광역시,37.4130299,126.6746551,인천광역시
연수구청학노인문화센터,인천광역시,37.4286386,126.666631,인천광역시
연수구청의회,인천광역시,37.4107679,126.6783797,인천광역시
연수구청,인천광역시,37.4107679,126.6783797,인천광역시
연수구보건소,인천광역시,37.4201735,126.6709801,인천광역시
연수구노인복지관,인천광역시,37.4221565,126.686384,인천광역시
연수구 문화의집,인천광역시,37.4053107,126.6827823,인천광역시
연수3동 주민센터,인천광역시,37.4272396,126.6483624,인천광역시
연수1동 주민센터,인천광역시,37.4231492,126.681405,인천광역시
송도3동 주민센터,인천광역시,37.3822992,126.6622506,인천광역시
송도2동 주민센터,인천광역시,37.4040519,126.6415481,인천광역시
송도1동 주민센터,인천광역시,37.3919163,126.6521821,인천광역시
선학동주민센터,인천광역시,37.4233483,126.7013779,인천광역시
선학동주민센터,인천광역시,37.4233483,126.7013779,인천광역시
부수지공원,인천광역시,37.4088682,126.6781297,인천광역시
문화공원,인천광역시,37.4176582,126.6833297,인천광역시
동춘3동 주민센터,인천광역시,37.4084425,126.6783925,인천광역시
동춘2동 주민센터,인천광역시,37.4027349,126.6693551,인천광역시
동춘1동 주민센터,인천광역시,37.4095603,126.6708385,인천광역시
인천용현시장(2),인천광역시,37.4584341,126.6507402,인천광역시
인천용남시장(2),인천광역시,37.451572,126.6619845,인천광역시
관교어린이도서관,인천광역시,37.4443715,126.6943487,인천광역시
송암미술관,인천광역시,37.4350378,126.6367816,인천광역시
인천남부종합시장,인천광역시,37.447642,126.6783615,인천광역시
학익시장,인천광역시,37.4430823,126.6649988,인천광역시
토지금고시장,인천광역시,37.451761,126.6377925,인천광역시
인천용현시장,인천광역시,37.4582199,126.6527228,인천광역시
인천용남시장,인천광역시,37.4517548,126.6658834,인천광역시
신기시장,인천광역시,37.4565562,126.6845807,인천광역시
석바위시장,인천광역시,37.4588425,126.6905583,인천광역시
여성복지관,인천광역시,37.4640415,126.6903896,인천광역시
누리마루 아동복지종합센터,인천광역시,37.4690803,126.6713769,인천광역시
인천아동쉼터,인천광역시,37.4630218,126.6894478,인천광역시
덕적면사무소,인천광역시,37.2263143,126.1471576,인천광역시
주안1동 주민센터,인천광역시,37.4637169,126.676632,인천광역시
강화터미널상가,인천광역시,37.7398051,126.4903538,인천광역시
희망터지역아동센터,인천광역시,37.6406551,126.4896987,인천광역시
화도마리지역아동센터,인천광역시,37.6359772,126.4177716,인천광역시
강화중앙시장 b동,인천광역시,37.7475456,126.4841407,인천광역시
매음리보건진료소,인천광역시,37.6641162,126.3486969,인천광역시
송해면주민자치센터,인천광역시,37.7649881,126.4635832,인천광역시
강화노인복지회관,인천광역시,37.7401472,126.4912696,인천광역시
인천강화지역자활센터,인천광역시,37.7289605,126.4745022,인천광역시
강화중앙시장 A동,인천광역시,37.7468596,126.4839085,인천광역시
화도면주민자치센터,인천광역시,37.6312614,126.420872,인천광역시
길상면주민자치센터,인천광역시,37.6405959,126.4909865,인천광역시
불은면주민자치센터,인천광역시,37.6866835,126.4799398,인천광역시
강화여성복지회관,인천광역시,37.7381514,126.5122588,인천광역시
강화청소년수련관,인천광역시,37.7384696,126.5126155,인천광역시
강화청소년문화의집,인천광역시,37.7468042,126.4775034,인천광역시
양사면주민자치센터,인천광역시,37.7986012,126.4083425,인천광역시
양사면사무소,인천광역시,37.7984465,126.4084874,인천광역시
삼산면주민자치센터,인천광역시,37.7037683,126.3208591,인천광역시
삼산면사무소,인천광역시,37.7033778,126.3208135,인천광역시
송해면사무소,인천광역시,37.764581,126.4634222,인천광역시
하점면주민자치센터,인천광역시,37.7747772,126.4115112,인천광역시
대청면사무소,인천광역시,37.8251846,124.7135646,인천광역시
밝은햇살지역아동센터,인천광역시,37.7475165,126.4847318,인천광역시
제자지역아동센터,인천광역시,37.7432689,126.5021175,인천광역시
교동주민자치센터,인천광역시,37.7843012,126.2824807,인천광역시
교동면사무소,인천광역시,37.7844199,126.2829582,인천광역시
삼산보건지소,인천광역시,37.702676,126.3236385,인천광역시
내가도서관,인천광역시,37.7196199,126.3899689,인천광역시
흥왕리보건진료소,인천광역시,37.6073514,126.4141899,인천광역시
해성보육원,인천광역시,37.4519109,126.6593018,인천광역시
청소년미디어센터,인천광역시,37.4638284,126.6786997,인천광역시
인천광역시청소년회관,인천광역시,37.4633676,126.6487115,인천광역시
예림일터,인천광역시,37.4636808,126.6504771,인천광역시
미추클린센터,인천광역시,37.4495491,126.663339,인천광역시
인천안마수련원,인천광역시,37.4609636,126.6786654,인천광역시
모퉁이,인천광역시,37.4518343,126.668617,인천광역시
어울림카페,인천광역시,37.4587875,126.6784086,인천광역시
길벗장애인보호작업장,인천광역시,37.4387392,126.6580321,인천광역시
애호일터,인천광역시,37.4587895,126.678351,인천광역시
인천광역시 시각장애인복지관,인천광역시,37.4398736,126.6523969,인천광역시
미추홀구장애인종합복지관,인천광역시,37.444267,126.6968611,인천광역시
인천광역시노인복지관,인천광역시,37.4595457,126.6392348,인천광역시
주안노인문화센터,인천광역시,37.4658445,126.6873163,인천광역시
미추홀구노인복지관,인천광역시,37.4450291,126.671121,인천광역시
미추홀구숭의지소,인천광역시,37.4626909,126.6670992,인천광역시
미추홀구보건소,인천광역시,37.461006,126.6774642,인천광역시
학익2동 주민센터,인천광역시,37.4465266,126.6674442,인천광역시
용현5동 주민센터,인천광역시,37.4524893,126.6402917,인천광역시
만수2동 어린이도서관,인천광역시,37.4614682,126.730227,인천광역시
주안3동 주민센터,인천광역시,37.4448247,126.674021,인천광역시
관교동주 민센터,인천광역시,37.4441136,126.6967661,인천광역시
주안7동 주민센터,인천광역시,37.4484045,126.677642,인천광역시
주안8동 주민센터,인천광역시,37.4565562,126.6845807,인천광역시
용현3동 주민센터,인천광역시,37.4566993,126.651882,인천광역시
도화2·3동 주민센터,인천광역시,37.4713262,126.6635653,인천광역시
용현1·4동 주민센터,인천광역시,37.7297212,127.0866261,인천광역시
문학동 주민센터,인천광역시,37.4376488,126.6849818,인천광역시
숭의1·3동 주민센터,인천광역시,37.4671986,126.6472046,인천광역시
주안5동 주민센터,인천광역시,37.4658097,126.6869405,인천광역시
학익1동 주민센터,인천광역시,37.4398823,126.664163,인천광역시
용현2동 주민센터,인천광역시,37.4550391,126.6454593,인천광역시
주안2동 주민센터,인천광역시,37.4565562,126.6845807,인천광역시
주안4동 주민센터,인천광역시,37.4550867,126.690278,인천광역시
숭의2동 주민센터,인천광역시,37.4630013,126.6472531,인천광역시
숭의4동 주민센터,인천광역시,37.4647909,126.6591272,인천광역시
도화1동 주민센터,인천광역시,37.4608641,126.6738067,인천광역시
주안6동 주민센터,인천광역시,37.4612435,126.6923216,인천광역시
미추홀구청,인천광역시,37.4634703,126.6502865,인천광역시
핸인핸,인천광역시,37.4826173,126.6641028,인천광역시
송림6동 주민센터 본관,인천광역시,37.4773148,126.6479762,인천광역시
송림6동 주민센터 별관,인천광역시,37.4774038,126.6480772,인천광역시
송림6동 주민센터 본관,인천광역시,37.4773148,126.6479762,인천광역시
인천산업유통사업협동조합 37동,인천광역시,37.487117,126.6528611,인천광역시
인천산업유통사업협동조합 편익B,인천광역시,37.4859067,126.6550821,인천광역시
인천산업유통사업협동조합 헬스장,인천광역시,37.4859067,126.6550821,인천광역시
인천산업유통사업협동조합 20동,인천광역시,37.4846217,126.6576381,인천광역시
인천산업유통사업협동조합 21동,인천광역시,37.4846217,126.6576381,인천광역시
간석3동 어린이도서관,인천광역시,37.4661259,126.714596,인천광역시
서창도서관,인천광역시,37.436145,126.7467231,인천광역시
소래도서관,인천광역시,37.3931282,126.7232207,인천광역시
남동공단지원사업소,인천광역시,37.4048432,126.6949693,인천광역시
장수서창동 주민센터,인천광역시,37.4359695,126.7474095,인천광역시
소래포구시장,인천광역시,37.4006956,126.7385481,인천광역시
만수6동 주민센터,인천광역시,37.4437135,126.7376557,인천광역시
만수5동 주민센터,인천광역시,37.457915,126.727718,인천광역시
만수3동 주민센터,인천광역시,37.4618867,126.7230223,인천광역시
만수1동 주민센터,인천광역시,37.4487987,126.7319798,인천광역시
구월4동 주민센터,인천광역시,37.4496512,126.7240268,인천광역시
청라1동주민센터,인천광역시,37.5396062,126.6239081,인천광역시
중앙시장,인천광역시,37.5186784,126.6732839,인천광역시
인천축산물시장,인천광역시,37.6007048,126.5963203,인천광역시
인천시_AP_서구국민체육센터,인천광역시,37.5661448,126.6756713,인천광역시
인천시_AP_검단복지회관 헬스장,인천광역시,37.6005852,126.6641713,인천광역시
인천시_AP_검단복지회관 대강당,인천광역시,37.6005852,126.6641713,인천광역시
인천시-서구도서관,인천광역시,37.4943203,126.6773953,인천광역시
인천서구청,인천광역시,37.5454912,126.6738424,인천광역시
국민체육센터(검암),인천광역시,37.5661448,126.6756713,인천광역시
인천서구문화회관,인천광역시,37.5154064,126.6777434,인천광역시
인천서구 장애인종합복지관,인천광역시,37.583587,126.6684493,인천광역시
인천서구 장애인종합복지관,인천광역시,37.583587,126.6684493,인천광역시
인천근로자문화센터,인천광역시,37.4783502,126.6843951,인천광역시
인천 서구청(교통민원실),인천광역시,37.5454912,126.6738424,인천광역시
인천 서구도서관_3층,인천광역시,37.4943203,126.6773953,인천광역시
인천 서구도서관_2층,인천광역시,37.4943203,126.6773953,인천광역시
인천 서구도서관_1층,인천광역시,37.4943203,126.6773953,인천광역시
인정재활원,인천광역시,37.5075409,126.6754507,인천광역시
연희청소년문화의집,인천광역시,37.5323164,126.661629,인천광역시
배방건강생활지원센터,충청남도,36.793193,127.093915,충청남도 아산시
배방농협 장재지점,충청남도,36.79595,127.108732,충청남도 아산시
배방농협 장재지점,충청남도,36.79595,127.108732,충청남도 아산시
배방읍 주민자치센터,충청남도,36.7736,127.053857,충청남도 아산시
배방읍 주민자치센터,충청남도,36.7736,127.053857,충청남도 아산시
배방읍주민센터,충청남도,36.7736,127.053857,충청남도 아산시
배방읍주민센터,충청남도,36.7736,127.053857,충청남도 아산시
삼성전자서비스(주)아산,충청남도,36.78597,127.016936,충청남도 아산시
선장면주민센터,충청남도,36.790978,126.861291,충청남도 아산시
성모복지원,충청남도,36.874525,127.009483,충청남도 아산시
성모즐거운일터,충청남도,36.875063,127.007835,충청남도 아산시
성모즐거운일터,충청남도,36.875063,127.007835,충청남도 아산시
성모즐거운집,충청남도,36.874769,127.00855,충청남도 아산시
수화통역센터,충청남도,36.78008,127.00957,충청남도 아산시
시민문화복지센터,충청남도,36.783258,127.004232,충청남도 아산시
시민문화복지센터,충청남도,36.783258,127.004232,충청남도 아산시
시민체육관,충청남도,36.778566,126.984728,충청남도 아산시
시청앞 공원,충청남도,36.789483,127.002635,충청남도 아산시
신정호야외수영장,충청남도,36.773131,126.98588,충청남도 아산시
신정호야외수영장(보강),충청남도,36.773131,126.98588,충청남도 아산시
신정호잔디광장,충청남도,36.773131,126.98588,충청남도 아산시
신정호잔디광장(보강),충청남도,36.773131,126.98588,충청남도 아산시
아산도서관,충청남도,36.789626,126.992015,충청남도 아산시
아산서부종합사회복지관,충청남도,36.756911,126.880057,충청남도 아산시
아산시립남산도서관,충청남도,36.781922,126.995398,충청남도 아산시
아산시립둔포도서관,충청남도,36.926741,127.040787,충청남도 아산시
아산시립탕정온샘도서관,충청남도,36.794424,127.054843,충청남도 아산시
아산시외버스터미널,충청남도,36.784602,127.016005,충청남도 아산시
아산시청,충청남도,36.789821,127.002593,충청남도 아산시
아산장영실과학관,충청남도,36.78625,126.996259,충청남도 아산시
아산조종면허시험장,충청남도,36.775673,126.980321,충청남도 아산시
염치읍 주민자치센터,충청남도,36.816685,126.97659,충청남도 아산시
염치읍주민센터,충청남도,36.816685,126.97659,충청남도 아산시
영인면 주민자치센터,충청남도,36.855112,126.955877,충청남도 아산시
영인면주민센터,충청남도,36.856568,126.954837,충청남도 아산시
온양1동주민센터,충청남도,36.787098,126.999496,충청남도 아산시
온양2동주민센터,충청남도,36.778364,127.003444,충청남도 아산시
온양3동주민센터,충청남도,36.783448,127.012987,충청남도 아산시
온양4동주민센터,충청남도,36.798725,126.977654,충청남도 아산시
온양5동주민센터,충청남도,36.775167,126.996049,충청남도 아산시
온양6동주민센터,충청남도,36.760943,127.015618,충청남도 아산시
온양온천역광장,충청남도,36.780427,127.003491,충청남도 아산시
온양전통시장,충청남도,36.783258,127.004232,충청남도 아산시
온유한집,충청남도,36.783798,126.880691,충청남도 아산시
온유한집,충청남도,36.783798,126.880691,충청남도 아산시
온주종합사회복지관,충청남도,36.763085,127.014886,충청남도 아산시
외암민속마을(민속관),충청남도,36.731279,127.013548,충청남도 아산시
외암민속마을(저잣거리),충청남도,36.725918,127.012941,충청남도 아산시
은행나무길(경제진흥원앞),충청남도,36.799437,127.011542,충청남도 아산시
은행나무길(문화재단앞),충청남도,36.800358,127.018893,충청남도 아산시
은행나무길(문화재단앞보강),충청남도,36.800358,127.018893,충청남도 아산시
음봉면 주민자치센터,충청남도,36.849752,127.012325,충청남도 아산시
이순신빙상장,충청남도,36.773299,127.017405,충청남도 아산시
이순신실내체육관,충청남도,36.768145,127.021215,충청남도 아산시
이순신종합운동장,충청남도,36.768145,127.021215,충청남도 아산시
장애인 복지회관(아산),충청남도,36.788551,126.98417,충청남도 아산시
장애인 복지회관(아산),충청남도,36.788551,126.98417,충청남도 아산시
장애인심부름센터,충청남도,36.787508,126.993043,충청남도 아산시
정애시니어빌,충청남도,36.789653,126.883905,충청남도 아산시
정애시니어빌,충청남도,36.789653,126.883905,충청남도 아산시
청소년문화센터,충청남도,36.794453,127.004305,충청남도 아산시
카페베네온양역점,충청남도,36.781258,127.002954,충청남도 아산시
탕정면 주민자치센터,충청남도,36.798447,127.061048,충청남도 아산시
탕정면주민센터,충청남도,36.798447,127.061048,충청남도 아산시
탕정종합사회복지관,충청남도,36.80027,127.05209,충청남도 아산시
행복신협,충청남도,36.927098,127.037639,충청남도 아산시
