주차장명,관리기관명,위도,경도
문화마을 주차장,강원도 평창군청,37.48978593,128.4545368
터미널 옆 주차장,강원도 평창군청,37.49988657,128.4528285
면사무소 앞 주차장,강원도 평창군청,37.50265294,128.455275
대화체육관 옆 주차장,강원도 평창군청,37.49852494,128.4568775
대화중고등학교 앞 주차장,강원도 평창군청,37.49329724,128.4599825
법장사입구 주차장,강원도 평창군청,37.5215367,128.4517371
면사무소앞 주차장(신설),강원도 평창군청,37.50105946,128.4570805
철산동 상업지역 제1노상(철산중앙시장),광명시도시공사,37.4749637,126.8685045
철산동 상업지역 제2노상,광명시도시공사,37.4749637,126.8685045
철산동 등기소 주변 노상,광명시도시공사,37.4769242,126.8670918
하안동 상업지역 제1노상,광명시도시공사,37.4631458,126.8798245
하안동 상업지역 제2노상,광명시도시공사,37.4631458,126.8810859
자동차경매장 주변 노상,광명시도시공사,37.4583621,126.8760836
철산동 중앙로변 노상,광명시도시공사,37.4767028,126.8699043
목감천변 노상,경기도 광명시 광명시청 첨단도시교통과,37.4824729,126.853998
광명6동 노외,경기도 광명시 첨단도시교통과,37.4680016,126.8491307
광명사거리 공영주차장,경기도 광명시 광명4동주민센터,37.4792657,126.8514953
철산1동 노외,광명시도시공사,37.4884389,126.8636688
광명사거리 공영주차장,경기도 광명시 광명4동주민센터,37.4792657,126.8514953
하안동 철골 노외,광명시도시공사,37.4614927,126.879911
광북 노외,광명시도시공사,37.4868413,126.8656413
광명7동 노외,광명시도시공사,37.4691909,126.852591
소하동 제2노외,경기도 광명시 첨단도시교통과,37.4477765,126.8823166
소하동 제3노외,경기도 광명시 첨단도시교통과,37.447123,126.8828204
소하동 제4노외,경기도 광명시 첨단도시교통과,37.4472661,126.884024
광명동굴 제3,광명시도시공사,37.432091,126.8781688
광명1동 파란마음,경기도 광명시 광명1동주민센터,37.4876669,126.8624001
광명1동 하얀마음,경기도 광명시 광명1동주민센터,37.4842515,126.8611022
광명3동 넝쿨길,경기도 광명시 광명3동주민센터,37.4797756,126.8597402
광명3동 새롬길,경기도 광명시 광명3동주민센터,37.4793935,126.8591647
광명3동 35-16 일원,경기도 광명시 광명3동주민센터,37.4793935,126.8591647
광명4동 꿈동산,경기도 광명시 광명4동주민센터,37.4771407,126.859357
광명5동 한진1길,경기도 광명시 광명5동주민센터,37.4775208,126.8506601
광명5동 새마을,경기도 광명시 광명5동주민센터,37.4742427,126.8505362
광명6동 새터2길,경기도 광명시 광명6동주민센터,37.4711964,126.8534989
광명7동 신원아파트옆,경기도 광명시 광명7동주민센터,37.4722221,126.8552586
철산동 삼각주마을 제2공영주차장,경기도 광명시 철산1동주민센터,37.4940091,126.8690441
철산동 삼각주마을 제3공영주차장,경기도 광명시 철산1동주민센터,37.4940091,126.8690441
철산동 삼각주마을 제1공영주차장,경기도 광명시 광명시청 첨단도시교통과,37.4940091,126.8690441
철망산 노외,경기도 광명시 광명시청 첨단도시교통과,37.4667353,126.8695207
광명경영회계고등학교 주차장,경기도 광명시 광명경영회계고등학교,37.4380448,126.8821952
광명전통시장공영주차장,광명시장상점가 진흥사업협동조합,37.4824,126.8561
매화1주차장,전라남도 장성군청,35.304074,126.787058
매화2주차장,전라남도 장성군청,35.303744,126.786269
매화3주차장,전라남도 장성군청,35.304383,126.786961
매화4주차장,전라남도 장성군청,35.302543,126.786705
매화5주차장,전라남도 장성군청,35.301153,126.784341
청운1주차장,전라남도 장성군청,35.301153,126.784341
청운2주차장,전라남도 장성군청,35.301153,126.784341
청운3주차장,전라남도 장성군청,35.300869,126.782161
청운4주차장,전라남도 장성군청,35.300869,126.782161
충무1주차장,전라남도 장성군청,35.2985209,126.783358
충무2주차장,전라남도 장성군청,35.298649,126.7853421
충무3주차장,전라남도 장성군청,35.298649,126.7853421
충무4주차장,전라남도 장성군청,35.298039,126.7816483
충무동주차장,전라남도 장성군청,35.292383,126.773619
공원1주차장,전라남도 장성군청,35.292383,126.773619
대창1주차장,전라남도 장성군청,35.292383,126.773619
황룡1주차장,전라남도 장성군청,35.292383,126.773619
황룡2주차장,전라남도 장성군청,35.290274,126.773094
황룡3주차장,전라남도 장성군청,35.291586,126.773407
장성읍파출소앞,전라남도 장성군청,35.304103,126.787132
신약국-빗기촌,전라남도 장성군청,35.304348,126.786961
삼가육거리-장성터미널,전라남도 장성군청,35.304278,126.787132
구 용운마트 앞,전라남도 장성군청,35.304383,126.787046
장성군청 후문,전라남도 장성군청,35.304348,126.786746
장성고가 밑(구 T/G),전라남도 장성군청,35.304348,126.786789
장성고가 밑(황룡시장),전라남도 장성군청,35.304243,126.787175
장성역주변,전라남도 장성군청,35.304243,126.787175
국일반점-청운빌라,전라남도 장성군청,35.304313,126.786961
문화예술회관,광주광역시 광산구시설관리공단,35.140182,126.799489
송정1동원동공영주차장,광주광역시 광산구시설관리공단,35.142132,126.801622
광산로제2공영주차장,광주광역시 광산구시설관리공단,35.13958,126.796941
송정5일시장,광주광역시 광산구시설관리공단,35.136369,126.797614
광산로공영주차장,광주광역시 광산구시설관리공단,35.138137,126.794999
송정매일시장상가,광주광역시 광산구시설관리공단,35.140471,126.794931
1913송정역시장,광주광역시 광산구시설관리공단,35.136626,126.792607
맨하탄모텔 옆,광주광역시 광산구시설관리공단,35.162924,126.805895
광주여대 A,광주광역시 광산구시설관리공단,35.164817,126.801378
광주여대 B,광주광역시 광산구시설관리공단,35.163833,126.801216
광산등기소(KT 앞),광주광역시 광산구시설관리공단,35.160539,126.807181
빛고을국민체육센터 옆,광주광역시 광산구시설관리공단,35.163128,126.803685
우산동 MGM 앞,광주광역시 광산구시설관리공단,35.160686,126.805587
파라다이스 옆,광주광역시 광산구시설관리공단,35.160889,126.803378
우산동공영주차장,광주광역시 광산구시설관리공단,35.159924,126.806992
호남병원 옆,광주광역시 광산구시설관리공단,35.162167,126.808617
월곡1동사무소 옆,광주광역시 광산구시설관리공단,35.171633,126.809697
월곡2동사무소 옆,광주광역시 광산구시설관리공단,35.174165,126.807838
비아5일시장,광주광역시 광산구시설관리공단,35.221437,126.825787
신흥동공영주차장,광주광역시 광산구시설관리공단,35.145025,126.800636
비아동,광주광역시 광산구시설관리공단,35.222399,126.824587
신가,광주광역시 광산구시설관리공단,35.180439,126.82719
운남동,광주광역시 광산구시설관리공단,35.176684,126.823873
평동공원,광주광역시 광산구시설관리공단,35.125329,126.76461
수완동주민센터 옆,광주광역시 광산구시설관리공단,35.196822,126.825856
비아5일시장 제2공영,광주광역시 광산구시설관리공단,35.220635,126.825777
진곡일반산업단지 주차장 1,광주광역시 광산구시설관리공단,35.206557,126.767862
진곡일반산업단지 주차장 2,광주광역시 광산구시설관리공단,35.215113,126.789524
진곡일반산업단지 주차장 3,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 4,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 5,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 6,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 7,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 8,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 9,광주광역시 광산구시설관리공단,35.206557,126.767862
진곡일반산업단지 주차장 10,광주광역시 광산구시설관리공단,35.215113,126.789524
진곡일반산업단지 주차장 11,광주광역시 광산구시설관리공단,35.215113,126.789524
진곡일반산업단지 주차장 12,광주광역시 광산구시설관리공단,35.196429,126.793293
진곡일반산업단지 주차장 13,광주광역시 광산구시설관리공단,35.215113,126.789524
하남산단근로자 주차장,광주광역시 광산구시설관리공단,35.193989,126.807131
송정동791-1~793-20(송정중학교 주변),광주광역시 광산구청,35.141745,126.795286
송정동 554-1(용보로),광주광역시 광산구청,35.137273,126.800574
신촌동 707-4,광주광역시 광산구청,35.139534,126.806829
신촌동 1067-12(신흥동주민센터 앞),광주광역시 광산구청,35.145172,126.800876
우산동 1035-1~1038-4(상수도광산사업소~화훼단지),광주광역시 광산구청,35.156222,126.810844
우산동 1583-1~1587-1(콜럼버스시네마 주면),광주광역시 광산구청,35.163286,126.808765
우산동 1603-1 시영2단지~우산동 1602-2 시영1단지,광주광역시 광산구청,35.159424,126.802829
우산동 1571-1 주공2단지 201동~206동,광주광역시 광산구청,35.164949,126.803758
월곡동 613-1 금호아파트2동~16동,광주광역시 광산구청,35.16495,126.810256
산정동 933 대덕아파트(동측)~산정동 939 태양아파트(동측),광주광역시 광산구청,35.174192,126.805093
월곡동 50-9~60-5,광주광역시 광산구청,35.16875,126.810804
월곡동 595-8~583-6,광주광역시 광산구청,35.16809,126.81426
월곡동 61-22~월곡동 금호타운 정문,광주광역시 광산구청,35.166218,126.809008
산정동 945-1~957-8,광주광역시 광산구청,35.171909,126.803919
산정동 962-1~974-8,광주광역시 광산구청,35.169496,126.803219
산정동 959-7~960-9,광주광역시 광산구청,35.169732,126.803391
월곡동 538-1 일신아파트~산정동 949-1,광주광역시 광산구청,35.168332,126.80766
비아동 23-5주변,광주광역시 광산구청,35.226615,126.826141
신가동 865-22~897-2,광주광역시 광산구청,35.181251,126.829198
중앙교~북부주유소 사거리,경상남도 거창군청,35.69125727,127.9169038
개봉교~중앙교회,경상남도 거창군청,35.69113767,127.9160407
중앙교회~충혼탑입구,경상남도 거창군청,35.69271726,127.9073929
개봉교~노인회관,경상남도 거창군청,35.69310727,127.9182374
거창교~원상동,경상남도 거창군청,35.68382845,127.9029354
거열교~거창교,경상남도 거창군청,35.68311447,127.9087113
거창교~중앙교,경상남도 거창군청,35.68409982,127.9142679
중앙교~창동교,경상남도 거창군청,35.68566199,127.9193142
중앙교~중동주유소,경상남도 거창군청,35.68274782,127.9180745
창동교~오토월드,경상남도 거창군청,35.68541632,127.9217417
금천당~교육지원청앞사거리,경상남도 거창군청,35.68092763,127.9137677
중동주유소~구실내포장마차,경상남도 거창군청,35.68257038,127.9210108
드림마트위~삼천포횟집,경상남도 거창군청,35.68264211,127.9205875
시외버스터미널~4차선종점,경상남도 거창군청,35.68566199,127.9193142
KT~우체국앞,경상남도 거창군청,35.68445747,127.9084526
충혼탑사거리~중앙교회,경상남도 거창군청,35.68988543,127.9109887
우체국뒤~세무서앞,경상남도 거창군청,35.68660706,127.9083179
경찰서옆~적십자병원앞,경상남도 거창군청,35.68660706,127.9083179
거창초등학교 뒤,경상남도 거창군청,35.68812656,127.9099878
거창교회 옆,경상남도 거창군청,35.68970829,127.9139077
위천-북상우회도로(남산),경상남도 거창군청,35.74382988,127.8381145
건계정가는길,경상남도 거창군청,35.68647716,127.8943708
강변 둔치주차장,경상남도 거창군청,35.68502294,127.9142342
상동 택지개발지역,경상남도 거창군청,35.68854556,127.9060553
재래시장,경상남도 거창군청,35.68626689,127.9142042
신원면사무소 앞,경상남도 거창군청,35.56770921,127.925973
위천 수승대,경상남도 거창군청,35.760923,127.8336763
가조 온천관광지,경상남도 거창군청,35.69916799,128.0227605
가조 3.1묘역,경상남도 거창군청,35.71351356,127.9911226
향교 충효회관 입구,경상남도 거창군청,35.69150944,127.9035788
심소정,경상남도 거창군청,35.68240735,127.9411575
건계정,경상남도 거창군청,35.68783808,127.8769712
둔마리벽화고분,경상남도 거창군청,35.71503934,127.9652915
금원산자연휴양림,경상남도청,35.73345797,127.7929695
고견사,경상남도 거창군청,35.73661895,128.0408987
북상 황점,경상남도 거창군청,35.7701836,127.7174849
스포츠파크,경상남도 거창군청,35.69209413,127.9290614
거창사건사업소,경상남도 거창군청,35.55483711,127.9248368
고센시티주차장,경상남도 거창군 덕봉재단,35.68769814,127.913244
중앙유료주차장,민간인,35.68645852,127.912704
거창축협 유료주차장,경상남도 거창군 거창축협,35.68579734,127.9100408
노상1지구,충청북도 제천시청,37.137049,128.211883
노상2지구,충청북도 제천시청,37.139096,128.21336
노상4지구,충청북도 제천시청,37.139518,128.213045
노상5지구,충청북도 제천시청,37.137369,128.208248
노상7지구,충청북도 제천시청,37.139096,128.21336
동문시장지구,충청북도 제천시청,37.139096,128.21336
중앙교차로,충청북도 제천시청,37.139422,128.21128
용두천5지구,충청북도 제천시청,37.132863,128.206014
명동교차로,충청북도 제천시청,37.136304,128.209771
역전교차로,충청북도 제천시청,37.130318,128.206442
용두천1지구,충청북도 제천시청,37.139096,128.21336
용두천2지구,충청북도 제천시청,37.138014,128.21347
내토시장지구,충청북도 제천시청,37.138014,128.21347
용두천3지구,충청북도 제천시청,37.135396,128.210649
용두천4지구,충청북도 제천시청,37.133869,128.207848
중앙시장지구,충청북도 제천시청,37.136203,128.212099
용두천7지구,충청북도 제천시청,37.136203,128.212099
역전시장지구,충청북도 제천시청,37.132149,128.207875
역전2주차장,충청북도 제천시청,37.128888,128.205168
시민주차타워,충청북도 제천시청,37.138775,128.210119
노상6지구,충청북도 제천시청,37.138502,128.210365
중앙시장2지구,충청북도 제천시청,37.136932,128.211865
청전공원,충청북도 제천시청,37.148617,128.210951
학성공원,울산광역시 중구,35.55583779,129.3374969
병영막창거리,울산광역시 중구,35.56956648,129.3437938
태화시장,울산광역시 중구,35.55614802,129.3085018
학성새벽시장,울산광역시 중구,35.55702373,129.3335839
구역전시장,울산광역시 중구,,
성남,울산광역시 중구,35.55414294,129.3168243
복산2공원,울산광역시 중구,35.56622956,129.3318747
옥교,울산광역시 중구,35.55385726,129.3226776
울산시장(학산),울산광역시 중구,35.55576712,129.3286737
강북,울산광역시 중구,35.55217311,129.3225408
번영교하부,울산광역시 중구,35.5531964,129.3234921
복산초교,울산광역시 중구,,
반구,울산광역시 중구,35.5584078,129.3434246
학성가구거리,울산광역시 중구,35.55442769,129.3360534
학성로,울산광역시 중구,,
약사복개천,울산광역시 중구,35.56917435,129.344497
옥교로(번영로하부옆),울산광역시 중구,35.55286492,129.324047
교동교하부,울산광역시 중구,,
우정성당뒤,울산광역시 중구,35.56031447,129.3103857
남외,울산광역시 중구,35.56962291,129.3484847
희망,울산광역시 중구,35.56968513,129.3341541
우정1,울산광역시 중구,35.55585096,129.3129039
북정공원지하,울산광역시 중구,35.55770584,129.3206583
성남둔치,울산광역시 중구,35.55244892,129.3198231
우정2,울산광역시 중구,35.55558716,129.3146297
태화강대공원,울산광역시 중구,35.54733308,129.2978852
학성새벽시장(노상),울산광역시 중구,35.55573461,129.3322189
십리대밭먹거리,울산광역시 중구,35.55351285,129.2824132
신삼호교,울산광역시 중구,35.55516771,129.2738065
백양교하부,울산광역시 중구,,
태화둔치5,울산광역시 중구,35.54586787,129.301195
태화둔치4,울산광역시 중구,35.57789077,129.2891315
태화둔치3,울산광역시 중구,35.57789077,129.2891315
태화둔치2,울산광역시 중구,35.57789077,129.2891315
태화둔치1,울산광역시 중구,35.57789077,129.2891315
화도 제1공영,남양주도시공사 주차관리팀,37.653164,127.302994
화도 제2공영,화도 제2주차장,37.653308,127.302089
사능 제1공영,남양주도시공사 주차관리팀,37.6503,127.1791
양정 제1공영,남양주도시공사 주차관리팀,37.60634,127.192403
화도 제3공영,남양주도시공사 주차관리팀,37.652939,127.307948
와부 제4공영,예봉블루파킹,37.545081,127.245964
퇴계원 제3공영,남양주도시공사 주차관리팀,37.647608,127.142385
화도 제6공영,남양주도시공사 주차관리팀,37.652361,127.308548
와부 제3공영,남양주도시공사 주차관리팀,37.579632,127.222657
도농 제1공영,남양주도시공사 주차관리팀,37.610078,127.152384
진건 제2공영,남양주도시공사 주차관리팀,37.65448,127.179504
금곡 제1공영,남양주도시공사 주차관리팀,37.632989,127.198372
사능 제2공영,남양주도시공사 주차관리팀,37.6525,127.1755
별내동 제1공영,남양주도시공사 주차관리팀,37.6558,127.1258
화도 제7공영,남양주도시공사 주차관리팀,37.651,127.3039
천마산 공영,남양주도시공사 주차관리팀,37.65847,127.283448
금곡 노상제2,남양주도시공사 주차관리팀,37.635974,127.213838
금곡 노상제3,남양주도시공사 주차관리팀,37.634969,127.20581
와부 노상제1,(사)한국교통장애인협회 남양주시지회,37.584992,127.21415
와부 노상제2,남양주도시공사 주차관리팀,37.586325,127.206563
진접 노상제1,남양주도시공사 주차관리팀,37.715511,127.180409
호평 노상제1,남양주도시공사 주차관리팀,37.655089,127.24411
화도 노상제3,남양주도시공사 주차관리팀,37.657232,127.301986
퇴계원 노상제2,남양주도시공사 주차관리팀,37.649681,127.144746
진접 노상제3,남양주도시공사 주차관리팀,37.718345,127.184036
금곡 노상제6,남양주도시공사 주차관리팀,37.626848,127.202085
금곡 노상제1,남양주도시공사 주차관리팀,37.636248,127.216069
지금 노상제1,제일파킹,37.604782,127.156391
진접 노상제2,남양주도시공사 주차관리팀,37.7449,127.2023
진접 노상제4,블루파킹,37.714741,127.197692
화도 노상제2,남양주도시공사 주차관리팀,37.649868,127.303964
진접 노상제5,남양주도시공사 주차관리팀,37.721181,127.195835
금곡 노상제4,남양주도시공사 주차관리팀,37.626848,127.202085
지금 노상제2,가온,37.604336,127.155747
별내면 노상제1,남양주도시공사 주차관리팀,37.707602,127.119379
별내면 노상제2,남양주도시공사 주차관리팀,37.709322,127.114995
별내면 노상제3,남양주도시공사 주차관리팀,37.707358,127.118934
별내면 노상제4,남양주도시공사 주차관리팀,37.710737,127.120059
별내면 노상제5,남양주도시공사 주차관리팀,37.711018,127.11272
별내면 노상제6,남양주도시공사 주차관리팀,37.710731,127.115038
별내면 노상제7,남양주도시공사 주차관리팀,37.712944,127.115377
퇴계원 노상제1,남양주도시공사 주차관리팀,37.6551,127.145259
호평 노상제2,남양주도시공사 주차관리팀,37.656031,127.25472
평내 노상제1,남양주도시공사 주차관리팀,37.645951,127.234421
평내 노상제2,남양주도시공사 주차관리팀,37.648401,127.238268
진접 노상제6,남양주도시공사 주차관리팀,37.724329,127.209237
도농 노상제1,남양주도시공사 주차관리팀,37.60637,127.157364
진접 노상제7,남양주도시공사 주차관리팀,37.711745,127.187014
화도 노상제4,남양주도시공사 주차관리팀,37.653608,127.305766
별내동 노상제1,대성산업,37.6487,127.1218
별내동 노상제2,대성산업,37.6485,127.1235
별내동 노상제3,대성산업,37.6473,127.1235
별내동 노상제4,대성산업,37.6473,127.1218
별내동 노상제5,남양주도시공사 주차관리팀,37.6457,127.1217
별내동 노상제6,대성산업,37.6458,127.125
와부 노상제3,남양주도시공사 주차관리팀,37.591331,127.2232
평내 노상제3,남양주도시공사 주차관리팀,37.647296,127.237564
와부 노상제4,남양주도시공사 주차관리팀,37.583234,127.209661
별내동 노상제7,남양주도시공사 주차관리팀,37.653023,127.12042
별내동 노상제8,남양주도시공사 주차관리팀,37.649856,127.113226
별내동 노상제9,남양주도시공사 주차관리팀,37.650909,127.112153
금곡 노상제7,남양주도시공사 주차관리팀,37.633672,127.208246
금곡 노상제8,남양주도시공사 주차관리팀,37.634306,127.211713
진접 노상제8,남양주도시공사 주차관리팀,37.704526,127.166092
와부 제1공영,(사)경기도장애인협회 남양주시지회,37.586249,127.21303
지금 제1공영,남양주도시공사 주차관리팀,37.605119,127.157728
화도 제4공영,남양주도시공사 주차관리팀,37.651923,127.306647
퇴계원 제1공영,퇴계원면새마을지도자협의회,37.649349,127.144641
양정 제2공영,남양주도시공사 주차관리팀,37.618783,127.197918
진건 제1공영,남양주도시공사 주차관리팀,37.657646,127.175913
호평 제1공영,남양주도시공사 주차관리팀,37.670421,127.251913
진접 제1공영,남양주도시공사 주차관리팀,37.744869,127.208401
평내 제1공영,남양주도시공사 주차관리팀,37.648153,127.236291
화도 제5공영,남양주도시공사 주차관리팀,37.657003,127.302887
퇴계원 제2공영,남양주도시공사 주차관리팀,37.651222,127.14304
별내 제1공영,남양주도시공사 주차관리팀,37.7052,127.10637
와부 제2공영,남양주도시공사 주차관리팀,37.585378,127.211968
지금 제2공영,남양주도시공사 주차관리팀,37.604852,127.157981
평내 제2공영,남양주도시공사 주차관리팀,37.65353,127.242971
진접 제2공영,남양주도시공사 주차관리팀,37.745353,127.201635
진접 제3공영,남양주도시공사 주차관리팀,37.725622,127.192662
진접 제4공영,남양주도시공사 주차관리팀,37.741439,127.199637
해공공영주차장,서울특별시강동구도시관리공단,37.541035,127.128835
천호유수지공영주차장,서울특별시강동구도시관리공단,37.544765,127.121876
천호1동공영주차장,서울특별시강동구도시관리공단,37.544793,127.136317
천호2동공영주차장,서울특별시강동구도시관리공단,37.540301,127.123006
천호3동공영주차장,서울특별시강동구도시관리공단,37.539087,127.133257
온조대왕옆공영주차장,서울특별시강동구도시관리공단,37.557572,127.157066
안말공영주차장,서울특별시강동구도시관리공단,37.531212,127.129905
암사1동공영주차장,서울특별시강동구도시관리공단,37.552752,127.137985
강일동공영주차장,서울특별시강동구도시관리공단,37.566151,127.172156
명일동공영주차장,서울특별시강동구도시관리공단,37.551013,127.142896
고분다리전통시장공영주차장,서울특별시강동구도시관리공단,37.542834,127.132024
천호2동제2노상주차장,서울특별시강동구도시관리공단,37.540005,127.122904
주양쇼핑옆노상주차장,서울특별시강동구도시관리공단,37.5529667,127.153075
강일동노상주차장,서울특별시강동구도시관리공단,37.5654025,127.173446
주양쇼핑앞노상주차장,서울특별시강동구도시관리공단,37.551799,127.154714
천호3동제2공영주차장,서울특별시강동구도시관리공단,37.540558,127.134137
수상4,성남도시개발공사 노상주차처,37.44905421,127.1583536
수상5,성남도시개발공사 노상주차처,37.44745856,127.1576496
수상7,성남도시개발공사 노상주차처,37.44166429,127.1484933
수상16,성남도시개발공사 노상주차처,37.44320236,127.130922
시청주변노상,성남도시개발공사 노상주차처,37.44417543,127.1403664
"수상9,10",성남도시개발공사 노상주차처,37.43745805,127.1398748
수상11,성남도시개발공사 노상주차처,,
수상11-1,성남도시개발공사 노상주차처,37.43693675,127.1387845
수상1,성남도시개발공사 노상주차처,37.45338736,127.1602298
수상20,성남도시개발공사 노상주차처,37.45650175,127.1625105
수상20,성남도시개발공사 노상주차처,,
산성대로 589,성남도시개발공사 노상주차처,37.46243664,127.1683513
"중상90,91",성남도시개발공사 노상주차처,37.45241855,127.1623751
중상24,성남도시개발공사 노상주차처,37.44572119,127.1578132
"중상25,26",성남도시개발공사 노상주차처,,
중상27,성남도시개발공사 노상주차처,37.44866048,127.1590218
중상31,성남도시개발공사 노상주차처,37.45306206,127.1609163
중상86,성남도시개발공사 노상주차처,37.44557644,127.1635491
중상87,성남도시개발공사 노상주차처,37.44586302,127.1648019
중상88,성남도시개발공사 노상주차처,37.44637488,127.1647397
중상89,성남도시개발공사 노상주차처,,
중상13,성남도시개발공사 노상주차처,37.4407131,127.1482654
중상14,성남도시개발공사 노상주차처,37.44102938,127.1489622
중상15,성남도시개발공사 노상주차처,37.44114794,127.1492607
중상16,성남도시개발공사 노상주차처,37.44148548,127.1502422
중상18,성남도시개발공사 노상주차처,37.44180486,127.1513186
"중상19,20",성남도시개발공사 노상주차처,,
주상21,성남도시개발공사 노상주차처,37.44332179,127.1544045
중상22,성남도시개발공사 노상주차처,37.44376745,127.1553501
중상23,성남도시개발공사 노상주차처,37.44425622,127.1563953
중상1,성남도시개발공사 노상주차처,37.43358664,127.1310047
중상2,성남도시개발공사 노상주차처,37.43380891,127.1320672
중상3,성남도시개발공사 노상주차처,37.43375538,127.1315925
"중상6,7",성남도시개발공사 노상주차처,37.43457591,127.1358334
"중상8,9",성남도시개발공사 노상주차처,,
중상10,성남도시개발공사 노상주차처,37.43594178,127.1389906
중상11,성남도시개발공사 노상주차처,,
중상12,성남도시개발공사 노상주차처,37.43669671,127.1406236
"중상32,75",성남도시개발공사 노상주차처,37.43896822,127.1725474
중상33,성남도시개발공사 노상주차처,37.43486159,127.1711731
"중상34,35",성남도시개발공사 노상주차처,37.43320459,127.1680599
중상36,성남도시개발공사 노상주차처,37.43317775,127.1640735
"중상38,39",성남도시개발공사 노상주차처,,
중상40,성남도시개발공사 노상주차처,,
중상41,성남도시개발공사 노상주차처,37.43131794,127.1692668
중상41-1,성남도시개발공사 노상주차처,37.43127633,127.1706316
"중상79상,중,하",성남도시개발공사 노상주차처,37.44402991,127.1739196
중상83,성남도시개발공사 노상주차처,37.44457382,127.1789474
중상47-1,성남도시개발공사 노상주차처,37.42983774,127.1497806
"중상48,49",성남도시개발공사 노상주차처,37.42935407,127.1474928
중상50,성남도시개발공사 노상주차처,37.42846919,127.1431571
"중상57,58",성남도시개발공사 노상주차처,,
중상66,성남도시개발공사 노상주차처,37.42911932,127.1326916
중상67,성남도시개발공사 노상주차처,,
"중상68,69",성남도시개발공사 노상주차처,37.42868501,127.1343088
중상71,성남도시개발공사 노상주차처,37.46266166,127.1697715
중상70,성남도시개발공사 노상주차처,37.46174442,127.1685261
중상70-1,성남도시개발공사 노상주차처,37.45530904,127.1623406
중상70-2,성남도시개발공사 노상주차처,37.45571582,127.1626896
중상70-5,성남도시개발공사 노상주차처,37.45871444,127.1652506
중상70-6,성남도시개발공사 노상주차처,37.45943435,127.1658896
중상70-7,성남도시개발공사 노상주차처,37.46079114,127.167258
중상70-8,성남도시개발공사 노상주차처,,
"중상44,46",성남도시개발공사 노상주차처,37.43101007,127.1545916
"중상60,63",성남도시개발공사 노상주차처,37.43133089,127.1572813
논골공영,성남도시개발공사 노외주차처,37.46203946,127.1557496
단대 제1,성남도시개발공사 노외주차처,37.45869467,127.1586362
희망로,성남도시개발공사 노외주차처,37.44885568,127.1558759
양지 제1,성남도시개발공사 노외주차처,37.45760562,127.1590995
양지 제2,성남도시개발공사 노외주차처,37.45528609,127.1606724
산성동 제1,성남도시개발공사 노외주차처,37.45163183,127.1523239
단대 공원,성남도시개발공사 노외주차처,37.45705541,127.1554861
산성동 제2,성남도시개발공사 노외주차처,37.45448326,127.1546173
산성역 환승,성남도시개발공사 노외주차처,37.45666153,127.1507202
복정 3호,성남도시개발공사 노외주차처,37.46173843,127.1272242
복정 4호,성남도시개발공사 노외주차처,37.45466888,127.1290839
복정 제5,성남도시개발공사 노외주차처,37.45659231,127.1267996
수정,성남도시개발공사 노외주차처,37.44971199,127.1457155
신흥 제1,성남도시개발공사 노외주차처,37.4388208,127.1395248
신흥 2동,성남도시개발공사 노외주차처,37.44839239,127.149022
신흥 3동,성남도시개발공사 노외주차처,37.44275675,127.1509951
신흥 제7,성남도시개발공사 노외주차처,37.44180073,127.1369764
신흥 제8,성남도시개발공사 노외주차처,37.45175782,127.1496163
태평4동 제1,성남도시개발공사 노외주차처,37.44710477,127.1439927
태평,성남도시개발공사 노외주차처,37.44511353,127.1332352
태평동 제1,성남도시개발공사 노외주차처,37.44717951,127.1292157
태평2동 제1,성남도시개발공사 노외주차처,37.44605119,127.1389731
태평4동제3,성남도시개발공사 노외주차처,37.44734677,127.1405577
아래숯골,성남도시개발공사 노외주차처,37.44228797,127.1266624
태평4동,성남도시개발공사 노외주차처,,
건우,성남도시개발공사 노외주차처,37.45046613,127.1327203
태평동 탄천변,성남도시개발공사 노외주차처,37.44277091,127.119752
수진 제1,성남도시개발공사 노외주차처,37.43684866,127.1339166
수진 제2,성남도시개발공사 노외주차처,37.43534918,127.1340856
수진 제3,성남도시개발공사 노외주차처,37.43814679,127.1333223
수진동 제4,성남도시개발공사 노외주차처,37.43721391,127.1262381
번성,성남도시개발공사 노외주차처,37.43915276,127.12969
수정커뮤니티센터 임시 공영주차장,성남도시개발공사 노외주차처,37.44109533,127.1361163
수정보건소 부설,성남도시개발공사 노외주차처,37.44432957,127.1440597
대원천,성남도시개발공사 노외주차처,37.42979399,127.1219955
성남동 대형,성남도시개발공사 노외주차처,37.42890932,127.1201186
성남동 제1,성남도시개발공사 노외주차처,,
성남동 제2,성남도시개발공사 노외주차처,37.43270548,127.1419042
모란시장,성남도시개발공사 노외주차처,37.43075321,127.1283016
대원지하,성남도시개발공사 노외주차처,37.43667139,127.1551004
상대원 제4,성남도시개발공사 노외주차처,37.43588515,127.1661178
